Time (1/10 s),MAE without DDM++,MED without DDM++,MAE with DDM++,MED with DDM++,Density with DDM++,Density before DDM++
46,1.8284148655995118,0.40034351119995204,3.5626355910153538,1.4121998229980477,14.664129957558906,0.9854139226303722
47,2.0614740955883337,0.2867555618286133,3.337998139833282,1.2033975097656242,15.392310990424468,0.8622743080367777
48,2.796940550895359,0.43977752380371093,3.1951815740813885,1.731037939453124,16.628186401545495,0.7538990717617678
49,2.752792024358881,0.31462247619628947,4.521712059627628,4.2571050585937495,16.154296259621013,0.9137147229598956
50,2.6313153956706596,0.3382410369873048,4.44055159418843,4.429218493652344,16.000349543408923,0.9219207410320269
51,2.585869161563483,0.3853173967742922,3.516643373616346,2.461934546661377,15.500104843782763,0.9435940448731391
52,3.393534316631691,0.5411508300781236,2.9393389524240914,1.7770303878784173,15.706005474158752,0.8291740460473355
53,3.213942427960542,0.4007144584655755,4.141704770414508,3.203151374816894,16.123765840006218,1.0106507035683745
54,2.856127695471836,0.28372800292968847,3.613622465490911,2.236212950897217,15.399267946515277,0.8926570553522074
55,2.674430623294523,0.27615582885742285,3.442238940402006,1.9320031700134273,15.081908831908834,0.7692307692307693
56,2.8165563659832697,0.2668446594238283,3.108148877196782,1.847915365753174,14.342411386341864,0.7013822362118517
57,2.7751212051821157,0.4502303695678709,3.277566867577661,2.4252707778930667,14.838350420911265,0.7009728454911723
58,3.037817751269723,0.49198261108398356,3.33856465225731,2.2410080528259275,15.059141814521205,1.0381275953189883
59,2.7841862018151224,0.5175244720458991,3.823578022300338,2.5850686355590824,16.16372687603712,0.9188126113945057
60,3.1085519046017103,0.5366955802917479,3.8212282835440754,2.1797728507995604,14.620660482823217,0.700969876423845
61,2.625941237067364,0.3968528081512446,3.5065725866052295,1.842980661010742,15.289971928567162,0.6032371737442513
62,2.7736729943700675,0.4371969482421889,3.914458190709469,2.013310617370605,15.591350526655518,0.5721327347944724
63,3.3605277499886945,0.4244061492919933,4.001086567491959,2.0723840655517574,15.922307846563728,0.5930042684848311
64,3.229527832246251,0.5084319824218753,4.393480761599337,1.9347288073730464,15.906040268456376,0.5648769574944071
65,4.290885664128326,1.1187412971496578,5.32006834460441,2.0676002502441406,16.83362369337979,0.587979094076655
66,4.160644913584927,1.33984375,5.556752559127808,2.0611891009521477,17.95779333102696,0.6839289991218033
67,4.165534172393826,1.3908053039550783,4.10521691156153,1.950296586914062,17.984776157915107,0.7689330408979487
68,4.287174678468898,1.3973117675781257,4.871832686629811,1.8402059523010257,17.58375326023651,0.8609556607834696
69,4.830258569552031,1.4982326965332025,4.676961506348253,1.7934951782226562,17.606234019237792,0.9716303421405089
70,4.804127982580356,1.6425854644775377,4.852130884266808,1.9446877935791012,18.229564553093965,0.9644766997708174
71,3.8426625147980085,1.5372473693847652,5.214595191108561,1.8728390031433104,17.290138643000024,0.7748373301450808
72,4.536838915739482,1.6519378906249997,4.670008549476142,1.7364575799560544,17.941895893232633,1.0556580697764237
73,4.236545936120064,1.5725429931640633,4.467672014738571,1.9416671508789065,19.239078993394926,1.076153830325727
74,4.537721602845024,1.3060704895019555,4.465496071607108,1.6317898461914053,18.76824778910845,0.9710997334236027
75,4.225211133790569,1.0919477172851586,3.971583667928909,1.2618874050903321,18.089799574515734,0.46579330422125187
76,4.099576538166382,1.176976995849607,3.7163310803694563,1.4008490103149418,19.60852544584602,0.5524140930839495
77,3.8371145199838987,1.1338442230224608,3.991290921883202,1.3659305572509766,17.01722862276715,0.4312440545396892
78,4.314062318518273,1.3889978015136721,4.516164361017835,1.574207948608398,18.5406773633454,0.39118883752065775
79,3.74900121674904,1.2283666809082021,4.867828301973592,1.422195263671874,19.93944363842806,0.22918900733825354
80,5.045659261846589,1.620303817749022,4.865686533420124,1.6564235397338862,16.58718907075654,0.4833097048588736
81,4.41450985742704,1.829884239196776,4.152237499197338,1.8445155334472645,18.507230400103754,0.5749735209562717
82,4.701317663192944,1.966209375,4.259691360815725,1.6817438751220717,20.50103927360245,0.6673230499945302
83,4.252782806744543,1.6743973602294915,4.017723489377044,1.493220581054688,17.967340413383578,0.42023524037912524
84,4.164337539672366,1.6576737777709951,4.1442729409706764,1.6539556762695327,18.31798306819239,0.4698111452228114
85,4.2731897348550785,1.4598602539062497,4.264603179004407,1.5673459358215327,17.878268427533257,0.6567034452787368
86,4.170752303210957,1.4492393249511721,4.234846571073411,1.5013633483886721,17.423542628885283,0.6640868805392586
87,4.036247340863469,1.4355535980224623,4.05224913499552,1.481775112915038,16.387968523503833,0.5979498861047836
88,3.9402873419338174,1.4059864395141606,4.020461882491976,1.5141014343261716,17.6931009863289,0.47597641272443614
89,4.091040811866767,1.1349736236572276,4.0970646076001085,1.2282092391967776,17.16220995076304,0.5250129213024672
90,4.122361171391234,1.1289663406372075,4.1637078684353055,1.2306076812744138,19.582231040564373,0.5208333333333333
91,3.8482069426586074,1.1176355651855445,3.9693550242807123,1.20564805908203,19.172570628881306,0.3965130178722412
92,3.954921742956565,1.004335650634765,4.001010664503998,1.0551094116210935,17.45241223379877,0.26276390968254454
93,3.9433955902959714,1.0205837432861316,3.9641240001049973,1.1281144531250007,18.440625,0.340625
94,4.53192066118879,1.1516507049560545,4.484691601042925,1.1598704528808597,17.365250272383516,0.26597449208485546
95,3.9149826293597485,0.9522422027587893,3.930133903196741,1.0389046669006348,15.457937584803256,0.5189959294436907
96,3.968367425798976,0.8154907775878897,3.8933280352982718,0.8760073059082032,10.145754970445998,0.5776464266523375
97,3.9882422604148706,0.8460579895019542,3.9629149369109204,0.8604041633605961,11.687766664335175,0.4791214940197244
98,4.174769713102743,1.0160216918945295,4.179599667821673,1.0381348716735843,11.760503000857387,0.5715918833952558
99,4.171735053288541,0.8547964096069336,4.181268953461561,0.9252275314331051,6.4545016187917605,0.7783977405800097
100,3.5381589123762405,0.8078194427490235,3.495999312438505,0.817299670410156,14.814690026954178,0.6907008086253369
101,3.2433547532871247,0.6066726821899424,3.233628319879671,0.6476381202697752,6.897367442803555,0.44270217295799397
102,3.1487037960238724,0.658807205200195,3.1192337659609666,0.6828824272155769,11.524150761386345,0.4409839454282367
103,3.674862772748158,0.7240492919921877,3.6086269989102173,0.7422295166015616,6.293631950104539,0.2232538360678975
104,4.1148732013021805,0.9517597259521473,4.001256638452773,0.9119993620300297,19.356435643564357,0.11315417256011315
105,3.9857336461881867,0.8897346252441416,3.8764424025631485,0.9173873657226572,16.702691395900153,0.19871705480407195
106,3.9164906123106804,0.9609582824707026,3.870970082134039,0.9805905731201179,13.58617869556328,0.17378859129012472
107,3.11495800675992,0.5615711669921879,3.0877935838619255,0.5955503387451166,17.11442786069652,0.07628524046434494
108,4.4191860265434695,1.139256194763183,4.274857857217706,1.01487473449707,16.437750623598877,0.1610305958132045
109,3.6342379844350545,0.666984925994873,3.6478284725255654,0.6790175041198729,15.644586456925158,0.12904018680103232
110,3.4616384299015883,0.7599275024414069,3.461455184517585,0.7698173889160174,15.153985507246375,0.24456521739130438
111,3.430251326804652,0.8459329391479482,3.4239005641475266,0.8606624969482439,16.632956573468174,0.17251635930993459
112,3.33316311285401,0.7277205123901371,3.2942816533652803,0.7365341735839834,20.715005632299757,0.14821841465583685
113,3.4588648303415503,0.7034130462646502,3.3967033566778664,0.7138634033203122,25.778035352071864,0.3998840915676615
114,3.176813032071167,0.5255714355468761,3.098229479849838,0.5580587036132805,26.73653984206748,0.5312275664034458
115,3.3408960670455436,0.5702015139007566,3.276797003684257,0.6241959498596188,24.175456219655114,1.0686980300239968
116,3.293533028559372,0.6220531829834002,3.2047468525847767,0.6400014968872068,20.386350817822898,1.0941906373378454
117,3.4512217165133103,0.7589433142089845,3.376107031786893,0.7780530139160158,20.56960202729943,0.9906122213903128
118,3.5631033215213077,0.8282354660034184,3.469092032821491,0.8639249923706043,21.14524482109228,0.8150894538606404
119,3.521278146681326,0.7136677559661866,3.3821724411488727,0.772716381072998,22.908599176347654,0.7591124223984265
120,4.245201412803132,1.0398517791748034,4.13855956275645,1.0908692260742185,20.29335370511841,0.718105423987777
121,3.9820355988942526,1.006915689086913,3.975727402996764,1.0498240124511717,16.97495550470379,0.2637935418255784
122,3.5014475799143505,0.6430441955566408,3.550097574456986,0.7256691055297857,20.345208685476532,0.533090625406319
123,3.428568713547403,0.7043924789428706,3.64581457352702,0.8772558854675294,22.956139775781814,0.5408772044843637
124,3.48643719923483,0.7605139404296875,3.575208967691723,0.8696082305908206,19.416827917528526,0.5371321812237272
125,3.569818090364246,0.7990947662353527,3.662494505636281,0.9502557647705085,19.001283870531793,0.5101696060544632
126,3.929396225197451,1.3168413192749018,3.959738407493337,1.4586933532714852,17.00497893527384,0.5187841648967654
127,4.210972759642199,1.1211165710449222,4.367921800325995,1.344342012023926,17.471610822935652,0.5923173980092528
128,3.5720199502782304,0.6011142181396494,3.665553341822525,0.7660722732543945,18.15401419989077,0.6262515929364646
